Year,Type,Count
2006,MSD/A,25
2006,MSDW,6
2006,N-14,131
2006,N-14 8C,4
2006,N-14 8C/A,5
2006,N-14/A,164
2006,N-14AE,133
2006,N-14AE/A,23
2006,N-18F1,27
2006,N-18F1/A,2
2006,N-1A,88
2006,N-1A/A,130
2006,N-2,128
2006,N-2/A,179
2006,N-23C-2,17
2006,N-23C3A,81
2006,N-23C3B,24
2006,N-23C3C/A,8
2006,N-27D-1,2
2006,N-2MEF,15
2006,N-30B-2,370
2006,N-30D,447
2006,N-30D/A,2
2006,N-4,96
2006,N-4/A,77
2006,N-5/A,2
2006,N-54A,15
2006,N-54C,21
2006,N-6,43
2006,N-6/A,38
2006,N-6F,5
2006,N-6F/A,1
2006,N-8A,156
2006,N-8A/A,30
2006,N-8B-2,1
2006,N-8B-2/A,4
2006,N-8F,257
2006,N-8F/A,131
2006,N-CSR,3652
2006,N-CSR/A,238
2006,N-CSRS,3062
2006,N-CSRS/A,64
2006,N-PX,3429
2006,N-PX/A,112
2006,N-Q,6480
2006,N-Q/A,84
2006,NO ACT,525
2006,NSAR-A,3085
2006,NSAR-A/A,105
2006,NSAR-AT,12
2006,NSAR-B,2971
2006,NSAR-B/A,198
2006,NSAR-BT,23
2006,NSAR-U,848
2006,NSAR-U/A,20
2006,NT 10-D,6
2006,NT 10-K,2310
2006,NT 10-K/A,40
2006,NT 10-Q,4466
2006,NT 10-Q/A,36
2006,NT 11-K,118
2006,NT 20-F,117
2006,NT 20-F/A,2
2006,NT-NCSR,64
2006,NT-NCSR/A,2
2006,NT-NSAR,101
2006,NT-NSAR/A,11
2006,NTFNCSR,3
2006,NTFNSAR,1
2006,NTN 10D,1
2006,NTN 10K,80
2006,NTN 10Q,138
2006,NTN 20F,4
2006,POS 8C,75
2006,POS AM,1573
2006,POS AMC,1
2006,POS AMI,225
2006,POS EX,126
2006,POS462B,4
2006,POS462C,2
2006,POSASR,70
2006,PRE 14A,1547
2006,PRE 14C,606
2006,PREC14A,87
2006,PREC14C,1
2006,PREM14A,314
2006,PREM14C,34
2006,PREN14A,35
2006,PRER14A,603
2006,PRER14C,194
2006,PRRN14A,85
2006,PX14A6G,31
2006,QRTLYRPT,5
2006,QRTLYRPT/A,1
2006,REG-NR,3
2006,REGDEX,19431
2006,REGDEX/A,6451
2006,REVOKED,160
2006,RW,677
2006,RW WD,31
2006,S-1,686
2006,S-1/A,2045
2006,S-11,31
2006,S-11/A,116
2006,S-11MEF,5
2006,S-1MEF,68
2006,S-20/A,1
2006,S-3,1086
2006,S-3/A,1120
2006,S-3ASR,522
2006,S-3D,22
2006,S-3DPOS,20
2006,S-3MEF,36
2006,S-4,465
2006,S-4 POS,3
2006,S-4/A,671
2006,S-4EF,1
2006,S-4MEF,5
2006,S-6,581
2006,S-6/A,85
2006,S-8,3133
2006,S-8 POS,1070
2006,S-B,22
2006,S-B/A,14
2006,S-BMEF,1
2006,SB-1,27
2006,SB-1/A,51
2006,SB-2,1032
2006,SB-2/A,2211
2006,SB-2MEF,5
2006,SC 13D,2794
2006,SC 13D/A,5233
2006,SC 13E3,99
2006,SC 13E3/A,376
2006,SC 13G,10132
2006,SC 13G/A,14254
2006,SC 14D9,150
2006,SC 14D9/A,408
2006,SC 14F1,152
2006,SC 14F1/A,17
2006,SC TO-C,349
2006,SC TO-I,430
2006,SC TO-I/A,744
2006,SC TO-T,108
2006,SC TO-T/A,618
2006,SC14D1F,11
2006,SC14D1F/A,37
2006,SC14D9C,148
2006,SC14D9F,8
2006,SC14D9F/A,15
2006,SE,56
2006,SP 15D2,2
2006,SUPPL,8302
2006,T-3,17
2006,T-3/A,13
2006,TA-1,31
2006,TA-1/A,282
2006,TA-2,585
2006,TA-2/A,24
2006,TA-W,36
2006,TACO,1
2006,U-1/A,3
2006,U-12-IB,64
2006,U-57,9
2006,U-6B-2,8
2006,U-7D,1
2006,U5A,1
2006,UNDER,1
2006,UPLOAD,13266
2006,WDL-REQ,4
2006,X-17A-5,5170
2006,X-17A-5/A,441
2005,1,2
2005,1-A,30
2005,1-A/A,45
2005,1-E,41
2005,1-E/A,15
2005,1/A,2
2005,10-12B,15
2005,10-12B/A,15
2005,10-12G,58
2005,10-12G/A,104
2005,10-D,3
2005,10-K,8596
2005,10-K/A,2112
2005,10-KT,8
2005,10-KT/A,3
2005,10-Q,19622
2005,10-Q/A,1869
2005,10-QT,6
2005,10KSB,3459
2005,10KSB/A,1380
2005,10QSB,10208
2005,10QSB/A,1840
2005,10SB12B,12
2005,10SB12B/A,1
2005,10SB12G,170
2005,10SB12G/A,250
2005,11-K,2240
2005,11-K/A,45
2005,11-KT,3
2005,12G3-2B,92
2005,12G32BR,25
2005,13F-HR,9550
2005,13F-HR/A,1199
2005,13F-NT,2795
2005,13F-NT/A,100
2005,13FCONP,85
2005,144,470
2005,144/A,21
2005,15-12B,205
2005,15-12B/A,3
2005,15-12G,753
2005,15-12G/A,23
2005,15-15D,2068
2005,15-15D/A,29
2005,18-K,35
2005,18-K/A,96
2005,19B-4E,109
2005,2-A,4
2005,2-A/A,7
2005,2-AF,3
2005,2-E,36
2005,2-E/A,3
2005,20-F,962
2005,20-F/A,326
2005,20FR12B,5
2005,20FR12B/A,3
2005,20FR12G,35
2005,20FR12G/A,55
2005,24F-2NT,5508
2005,24F-2NT/A,51
2005,25,425
2005,25/A,1
2005,3,22679
2005,3/A,1616
2005,305B2,94
2005,34-12H,1
2005,35-CERT,356
2005,35-CERT/A,6
2005,39-304D,1
2005,4,230344
2005,4/A,9065
2005,40-17F1,11
2005,40-17F2,956
2005,40-17F2/A,3
2005,40-17G,2922
2005,40-17G/A,10
2005,40-202A,8
2005,40-202A/A,2
2005,40-205E,1
2005,40-205E/A,1
2005,40-206A,2
2005,40-24B2,16
2005,40-33,188
2005,40-6B,4
2005,40-6B/A,4
2005,40-6C,59
2005,40-6C/A,55
2005,40-8B25,1
2005,40-8F-2,1
2005,40-8F-2/A,1
2005,40-APP,38
2005,40-APP/A,44
2005,40-F,171
2005,40-F/A,43
2005,40-RPT,1
2005,40FR12B,7
2005,40FR12B/A,8
2005,40FR12G,2
2005,40FR12G/A,1
2005,424A,21
2005,424B1,206
2005,424B2,1443
2005,424B3,7578
2005,424B4,426
2005,424B5,3538
2005,424B7,22
2005,425,4323
2005,485APOS,2341
2005,485BPOS,5715
2005,485BXT,440
2005,486APOS,10
2005,486BPOS,12
2005,487,467
2005,497,14058
2005,497AD,208
2005,497J,4162
2005,497K1,5
2005,497K2,1
2005,497K3A,4
2005,497K3B,229
2005,5,8269
2005,5/A,386
2005,6-K,24651
2005,6-K/A,316
2005,8-A12B,609
2005,8-A12B/A,151
2005,8-A12G,466
2005,8-A12G/A,123
2005,8-K,112247
2005,8-K/A,5299
2005,8-K12G3,26
2005,8-K12G3/A,4
2005,8-K15D5,3
2005,8-M,4
2005,9-M,2
2005,ADN-MTL,1
2005,ADV-E,237
2005,ADV-H-T,9
2005,ADV-NR,58
2005,ANNLRPT,6
2005,APP WD,23
2005,ARS,2950
2005,AW,193
2005,AW WD,5
2005,CB,286
2005,CB/A,49
2005,CERTAMX,267
2005,CERTCSE,1
2005,CERTNYS,298
2005,CERTPAC,17
2005,CORRESP,8008
2005,DEF 14A,7265
2005,DEF 14C,649
2005,DEFA14A,2630
2005,DEFA14C,6
2005,DEFC14A,49
2005,DEFM14A,253
2005,DEFM14C,12
2005,DEFN14A,15
2005,DEFR14A,257
2005,DEFR14C,30
2005,DEL AM,49
2005,DFAN14A,331
2005,DFRN14A,11
2005,DSTRBRPT,5
2005,DSTRBRPT/A,2
2005,F-1,60
2005,F-1/A,191
2005,F-10,30
2005,F-10/A,41
2005,F-10POS,4
2005,F-1MEF,5
2005,F-2,2
2005,F-2/A,4
2005,F-3,71
2005,F-3/A,117
2005,F-3ASR,2
2005,F-3DPOS,4
2005,F-3MEF,4
2005,F-4,56
2005,F-4/A,86
2005,F-4MEF,1
2005,F-6,89
2005,F-6 POS,34
2005,F-6/A,9
2005,F-6EF,53
2005,F-7,1
2005,F-8,4
2005,F-8/A,4
2005,F-80,2
2005,F-80/A,1
2005,F-9,6
2005,F-9 POS,1
2005,F-9/A,5
2005,F-N,11
2005,F-X,167
2005,F-X/A,17
2005,FOCUSN,1706
2005,FOCUSN/A,36
2005,FWP,365
2005,G-405,5
2005,G-405N,5
2005,G-FIN/A,8
2005,MSD/A,19
2005,MSDW,3
2005,N-1/A,12
2005,N-14,111
2005,N-14 8C,13
2005,N-14 8C/A,13
2005,N-14/A,111
2005,N-14AE,82
2005,N-14AE/A,16
2005,N-18F1,58
2005,N-18F1/A,1
2005,N-1A,60
2005,N-1A/A,94
2005,N-2,176
2005,N-2/A,326
2005,N-23C-1,2
2005,N-23C-2,4
2005,N-23C3A,81
2005,N-23C3B,25
2005,N-23C3C/A,3
2005,N-27D-1,2
2005,N-2MEF,19
2005,N-3,2
2005,N-30B-2,277
2005,N-30D,343
2005,N-30D/A,3
2005,N-4,56
2005,N-4/A,67
2005,N-5,1
2005,N-54A,21
2005,N-54A/A,1
2005,N-54C,18
2005,N-6,22
2005,N-6/A,34
2005,N-6F,2
2005,N-6F/A,1
2005,N-8A,145
2005,N-8A/A,22
2005,N-8F,309
2005,N-8F/A,205
2005,N-CSR,3805
2005,N-CSR/A,342
2005,N-CSRS,2980
2005,N-CSRS/A,55
2005,N-PX,3607
2005,N-PX/A,376
2005,N-Q,6754
2005,N-Q/A,133
2005,NO ACT,600
2005,NSAR-A,3212
2005,NSAR-A/A,176
2005,NSAR-AT,7
2005,NSAR-B,3185
2005,NSAR-B/A,315
2005,NSAR-BT,9
2005,NSAR-BT/A,3
2005,NSAR-U,831
2005,NSAR-U/A,17
2005,NT 10-K,2520
2005,NT 10-K/A,37
2005,NT 10-Q,4317
2005,NT 10-Q/A,41
2005,NT 11-K,120
2005,NT 11-K/A,1
2005,NT 20-F,110
2005,NT 20-F/A,1
2005,NT-NCSR,30
2005,NT-NCSR/A,3
2005,NT-NSAR,159
2005,NT-NSAR/A,6
2005,NTFNCSR,4
2005,NTFNSAR,2
2005,NTN 10K,81
2005,NTN 10Q,120
2005,NTN 20F,4
2005,POS 8C,48
2005,POS AM,1711
2005,POS AMC,53
2005,POS AMI,229
2005,POS EX,87
2005,POS462B,12
2005,POS462C,7
2005,POSASR,2
2005,PRE 14A,1787
2005,PRE 14C,598
2005,PREC14A,79
2005,PREC14C,3
2005,PREM14A,236
2005,PREM14C,32
2005,PREN14A,17
2005,PRER14A,559
2005,PRER14C,188
2005,PRRN14A,81
2005,PX14A6G,36
2005,PX14A6N,3
2005,QRTLYRPT,3
2005,REG-NR,7
2005,REGDEX,18270
2005,REGDEX/A,5417
2005,REVOKED,124
2005,RW,640
2005,RW WD,29
2005,S-1,551
2005,S-1/A,1763
2005,S-11,64
2005,S-11/A,217
2005,S-11MEF,11
2005,S-1MEF,46
2005,S-2,75
2005,S-2/A,130
2005,S-2MEF,5
2005,S-3,1501
2005,S-3/A,1285
2005,S-3ASR,67
2005,S-3D,37
2005,S-3DPOS,22
2005,S-3MEF,64
2005,S-4,614
2005,S-4 POS,7
2005,S-4/A,865
2005,S-4EF,1
2005,S-4EF/A,1
2005,S-4MEF,4
2005,S-6,525
2005,S-6/A,75
2005,S-8,3493
2005,S-8 POS,945
2005,S-B,15
2005,S-B/A,14
2005,S-BMEF,1
2005,SB-1,4
2005,SB-1/A,18
2005,SB-2,883
2005,SB-2/A,2027
2005,SB-2MEF,12
2005,SC 13D,2591
2005,SC 13D/A,4941
2005,SC 13E1/A,1
2005,SC 13E3,131
2005,SC 13E3/A,488
2005,SC 13G,9099
2005,SC 13G/A,12466
2005,SC 14D9,146
2005,SC 14D9/A,238
2005,SC 14F1,160
2005,SC 14F1/A,35
2005,SC TO-C,229
2005,SC TO-I,353
2005,SC TO-I/A,631
2005,SC TO-T,109
2005,SC TO-T/A,583
2005,SC13E4F,3
2005,SC13E4F/A,4
2005,SC14D1F,2
2005,SC14D1F/A,3
2005,SC14D9C,69
2005,SC14D9F,2
2005,SC14D9F/A,3
2005,SE,748
2005,SP 15D2,1
2005,SP 15D2/A,1
2005,SUPPL,7546
2005,T-3,20
2005,T-3/A,19
2005,TA-1,42
2005,TA-1/A,289
2005,TA-2,617
2005,TA-2/A,33
2005,TA-W,42
2005,TTW,2
2005,U-1,52
2005,U-1/A,141
2005,U-12-IA,5
2005,U-12-IB,128
2005,U-12-IB/A,3
2005,U-13-60,38
2005,U-13-60/A,1
2005,U-13E-1,1
2005,U-33-S,3
2005,U-3A-2,81
2005,U-3A-2/A,15
2005,U-3A3-1,1
2005,U-57,9
2005,U-57/A,10
2005,U-6B-2,157
2005,U-7D,1
2005,U-7D/A,1
2005,U-9C-3,103
2005,U-9C-3/A,3
2005,U5A,2
2005,U5A/A,1
2005,U5B,3
2005,U5S,29
2005,U5S/A,9
2005,UNDER,5
2005,UPLOAD,8788
2005,WDL-REQ,1
2005,X-17A-5,5083
2005,X-17A-5/A,434
2004,1,4
2004,1-A,21
2004,1-A/A,67
2004,1-E,42
2004,1-E/A,12
2004,10-12B,12
2004,10-12B/A,30
2004,10-12G,43
2004,10-12G/A,63
2004,10-K,8209
2004,10-K/A,1939
2004,10-KT,38
2004,10-Q,20036
2004,10-Q/A,1646
2004,10-QT,5
2004,10-QT/A,1
2004,10KSB,3557
2004,10KSB/A,955
2004,10QSB,10671
2004,10QSB/A,1355
2004,10SB12B,5
2004,10SB12G,138
2004,10SB12G/A,184
2004,11-K,2354
2004,11-K/A,129
2004,11-KT,2
2004,11-KT/A,1
2004,12G3-2B,86
2004,12G32BR,26
2004,13F-HR,8821
2004,13F-HR/A,1228
2004,13F-NT,2397
2004,13F-NT/A,182
2004,13FCONP,103
2004,13FCONP/A,1
2004,144,534
2004,144/A,19
2004,15-12B,209
2004,15-12B/A,5
2004,15-12G,727
2004,15-12G/A,17
2004,15-15D,1080
2004,15-15D/A,8
2004,18-12B,1
2004,18-K,33
2004,18-K/A,95
2004,19B-4E,127
2004,2-A,2
2004,2-A/A,9
2004,2-AF,4
2004,2-E,8
2004,20-F,966
2004,20-F/A,224
2004,20FR12B,9
2004,20FR12B/A,14
2004,20FR12G,44
2004,20FR12G/A,48
2004,24F-2NT,5713
2004,24F-2NT/A,53
2004,25,445
2004,3,22871
2004,3/A,1582
2004,305B2,82
2004,305B2/A,6
2004,35-CERT,375
2004,39-304D,4
2004,39-304D/A,1
2004,4,232278
2004,4/A,10438
2004,40-17F1,9
2004,40-17F2,914
2004,40-17F2/A,9
2004,40-17G,2311
2004,40-17G/A,2
2004,40-202A/A,2
2004,40-205E/A,1
2004,40-33,279
2004,40-6B,3
2004,40-6B/A,20
2004,40-6C,56
2004,40-6C/A,58
2004,40-8B25,1
2004,40-8F-2,5
2004,40-8F-A,22
2004,40-8F-A/A,9
2004,40-8F-L,52
2004,40-8F-L/A,24
2004,40-8F-M,72
2004,40-8F-M/A,26
2004,40-8FC,3
2004,40-APP,29
2004,40-APP/A,33
2004,40-F,161
2004,40-F/A,25
2004,40-RPT,1
2004,40FR12B,4
2004,40FR12B/A,4
2004,40FR12G,5
2004,40FR12G/A,1
2004,424A,46
2004,424B1,253
2004,424B2,1294
2004,424B3,7372
2004,424B4,474
2004,424B5,3259
2004,425,3172
2004,485APOS,1679
2004,485BPOS,5535
2004,485BXT,216
2004,486APOS,6
2004,486BPOS,21
2004,487,394
2004,497,14993
2004,497AD,128
2004,497H2,2
2004,497J,4051
2004,497K2,1
2004,497K3A,5
2004,497K3B,214
2004,5,9904
2004,5/A,652
2004,6-K,22771
2004,6-K/A,257
2004,8-A12B,739
2004,8-A12B/A,165
2004,8-A12G,473
2004,8-A12G/A,129
2004,8-K,88131
2004,8-K/A,4033
2004,8-K12B,1
2004,8-K12G3,40
2004,8-K12G3/A,4
2004,8-K15D5,3
2004,8-M,5
2004,9-M,2
2004,ADV-E,287
2004,ADV-H-T,4
2004,ADV-NR,15
2004,ANNLRPT,3
2004,APP WD,26
2004,ARS,2831
2004,AW,137
2004,AW WD,14
2004,CB,98
2004,CB/A,84
2004,CERTAMX,222
2004,CERTNYS,363
2004,CERTPAC,3
2004,CORRESP,749
2004,DEF 14A,7112
2004,DEF 14C,690
2004,DEF-OC,1
2004,DEFA14A,2346
2004,DEFA14C,11
2004,DEFC14A,46
2004,DEFM14A,203
2004,DEFM14C,16
2004,DEFN14A,8
2004,DEFR14A,219
2004,DEFR14C,32
2004,DEL AM,45
2004,DFAN14A,273
2004,DFRN14A,5
2004,DSTRBRPT,9
2004,DSTRBRPT/A,5
2004,F-1,52
2004,F-1/A,120
2004,F-10,52
2004,F-10/A,37
2004,F-10POS,1
2004,F-1MEF,1
2004,F-2,7
2004,F-2/A,6
2004,F-3,91
2004,F-3/A,112
2004,F-3MEF,1
2004,F-4,64
2004,F-4 POS,1
2004,F-4/A,107
2004,F-4MEF,1
2004,F-6,95
2004,F-6 POS,39
2004,F-6/A,11
2004,F-6EF,47
2004,F-8,2
2004,F-8/A,2
2004,F-9,10
2004,F-9/A,10
2004,F-N,8
2004,F-X,158
2004,F-X/A,18
2004,FOCUSN,1633
2004,FOCUSN/A,50
2004,G-405,5
2004,G-405N,4
2004,G-FIN/A,7
2004,G-FINW,1
2004,ID-NEWCIK,1
2004,MSD,2
2004,MSD/A,20
2004,MSDW,4
2004,N-1/A,9
2004,N-14,153
2004,N-14 8C,6
2004,N-14 8C/A,4
2004,N-14/A,120
2004,N-14AE,67
2004,N-14AE/A,11
2004,N-14MEF,1
2004,N-18F1,44
2004,N-1A,86
2004,N-1A/A,92
2004,N-2,222
2004,N-2/A,321
2004,N-23C-1,62
2004,N-23C-1/A,2
2004,N-23C-2,5
2004,N-23C3A,81
2004,N-23C3B,28
2004,N-23C3C/A,3
2004,N-27D-1,2
2004,N-2MEF,27
2004,N-3,11
2004,N-3/A,9
2004,N-30B-2,300
2004,N-30D,515
2004,N-30D/A,18
2004,N-4,115
2004,N-4/A,62
2004,N-54A,46
2004,N-54A/A,2
2004,N-54C,6
2004,N-6,56
2004,N-6/A,45
2004,N-6F/A,1
2004,N-8A,207
2004,N-8A/A,11
2004,N-8B-2/A,5
2004,N-8F,77
2004,N-8F/A,36
2004,N-CSR,4370
2004,N-CSR/A,308
2004,N-CSRS,2873
2004,N-CSRS/A,92
2004,N-PX,3581
2004,N-PX/A,190
2004,N-Q,2515
2004,N-Q/A,42
2004,NO ACT,761
2004,NSAR-A,3288
2004,NSAR-A/A,76
2004,NSAR-AT,8
2004,NSAR-AT/A,1
2004,NSAR-B,3272
2004,NSAR-B/A,246
2004,NSAR-BT,31
2004,NSAR-BT/A,5
2004,NSAR-U,838
2004,NSAR-U/A,16
2004,NT 10-K,2057
2004,NT 10-K/A,58
2004,NT 10-Q,3602
2004,NT 10-Q/A,53
2004,NT 11-K,143
2004,NT 11-K/A,1
2004,NT 20-F,118
2004,NT 20-F/A,1
2004,NT-NCSR,22
2004,NT-NCSR/A,1
2004,NT-NSAR,113
2004,NT-NSAR/A,3
2004,NTFNCSR,30
2004,NTFNSAR,2
2004,NTN 10K,100
2004,NTN 10Q,124
2004,NTN 20F,3
2004,POS 8C,58
2004,POS AM,1528
2004,POS AMC,40
2004,POS AMI,247
2004,POS EX,59
2004,POS462B,4
2004,POS462C,1
2004,PRE 14A,1691
2004,PRE 14C,642
2004,PREC14A,59
2004,PREC14C,1
2004,PREM14A,224
2004,PREM14C,37
2004,PREN14A,7
2004,PRER14A,546
2004,PRER14C,137
2004,PRRN14A,65
2004,PX14A6G,68
2004,PX14A6N,1
2004,QRTLYRPT,4
2004,REG-NR,6
2004,REGDEX,16193
2004,REGDEX/A,4553
2004,REVOKED,51
2004,RW,537
2004,RW WD,26
2004,S-1,567
2004,S-1/A,1676
2004,S-11,79
2004,S-11/A,285
2004,S-11MEF,4
2004,S-1MEF,51
2004,S-2,99
2004,S-2/A,142
2004,S-2MEF,4
2004,S-3,1833
2004,S-3/A,1825
2004,S-3D,38
2004,S-3DPOS,18
2004,S-3MEF,66
2004,S-4,745
2004,S-4 POS,5
2004,S-4/A,1027
2004,S-4MEF,7
2004,S-6,468
2004,S-6/A,60
2004,S-8,4074
2004,S-8 POS,786
2004,S-B,17
2004,S-B/A,12
2004,S-BMEF,1
2004,SB-1,3
2004,SB-1/A,26
2004,SB-2,799
2004,SB-2/A,1589
2004,SB-2MEF,10
2004,SC 13D,2504
2004,SC 13D/A,5172
2004,SC 13E1,1
2004,SC 13E3,118
2004,SC 13E3/A,431
2004,SC 13G,7697
2004,SC 13G/A,12220
2004,SC 14D9,154
2004,SC 14D9/A,274
2004,SC 14F1,127
2004,SC 14F1/A,21
2004,SC TO-C,200
2004,SC TO-I,288
2004,SC TO-I/A,650
2004,SC TO-T,108
2004,SC TO-T/A,611
2004,SC13E4F,2
2004,SC13E4F/A,4
2004,SC14D1F,2
2004,SC14D1F/A,4
2004,SC14D9C,52
2004,SC14D9F,3
2004,SC14D9F/A,2
2004,SE,909
2004,SL,1
2004,SP 15D2,3
2004,SUPPL,7101
2004,T-3,35
2004,T-3/A,39
2004,TA-1,46
2004,TA-1/A,224
2004,TA-2,703
2004,TA-2/A,31
2004,TA-W,36
2004,TACO,1
2004,TTW,1
2004,U-1,75
2004,U-1/A,145
2004,U-12-IA,6
2004,U-12-IB,205
2004,U-13-60,40
2004,U-33-S,6
2004,U-3A-2,80
2004,U-3A-2/A,15
2004,U-3A3-1,1
2004,U-57,28
2004,U-57/A,19
2004,U-6B-2,170
2004,U-6B-2/A,1
2004,U-7D,3
2004,U-9C-3,94
2004,U5A,4
2004,U5A/A,2
2004,U5B,3
2004,U5B/A,1
2004,U5S,29
2004,U5S/A,10
2004,UNDER,2
2004,UPLOAD,639
2004,WDL-REQ,2
2004,X-17A-5,5281
2004,X-17A-5/A,477
2003,1,1
2003,1-A,34
2003,1-A/A,54
2003,1-E,11
2003,1-E/A,3
2003,10-12B,31
2003,10-12B/A,30
2003,10-12G,38
2003,10-12G/A,80
2003,10-K,8121
2003,10-K/A,1964
2003,10-KT,25
2003,10-KT/A,6
2003,10-Q,21064
2003,10-Q/A,1620
2003,10-QT,7
2003,10-QT/A,3
2003,10KSB,3410
2003,10KSB/A,1024
2003,10QSB,10348
2003,10QSB/A,1527
2003,10SB12B,3
2003,10SB12B/A,3
2003,10SB12G,109
2003,10SB12G/A,282
2003,11-K,2455
2003,11-K/A,88
2003,11-KT,10
2003,12G3-2B,66
2003,12G32BR,45
2003,13F-HR,8416
2003,13F-HR/A,1055
2003,13F-NT,2194
2003,13F-NT/A,134
2003,13FCONP,133
2003,13FCONP/A,6
2003,144,389
2003,144/A,13
2003,15-12B,186
2003,15-12B/A,4
2003,15-12G,704
2003,15-12G/A,17
2003,15-15D,975
2003,15-15D/A,48
2003,18-K,38
2003,18-K/A,107
2003,19B-4E,18
2003,2-A,8
2003,2-A/A,12
2003,2-AF,7
2003,2-E,2
2003,20-F,1010
2003,20-F/A,187
2003,20FR12B,12
2003,20FR12B/A,4
2003,20FR12G,26
2003,20FR12G/A,49
2003,24F-2NT,6661
2003,24F-2NT/A,118
2003,25,468
2003,3,13547
2003,3/A,910
2003,305B2,75
2003,35-CERT,402
2003,35-CERT/A,6
2003,39-304D,1
2003,4,160045
2003,4/A,7390
2003,40-17F1,9
2003,40-17F2,1140
2003,40-17F2/A,14
2003,40-17G,2245
2003,40-202A,2
2003,40-203A,1
2003,40-203A/A,2
2003,40-205E,2
2003,40-206A/A,2
2003,40-33,127
2003,40-6B,2
2003,40-6B/A,8
2003,40-6C,99
2003,40-6C/A,82
2003,40-8F-2,2
2003,40-8F-2/A,1
2003,40-8F-A,15
2003,40-8F-A/A,10
2003,40-8F-L,83
2003,40-8F-L/A,31
2003,40-8F-M,78
2003,40-8F-M/A,25
2003,40-APP,43
2003,40-APP/A,43
2003,40-F,135
2003,40-F/A,18
2003,40FR12B,6
2003,40FR12B/A,1
2003,40FR12G,4
2003,40FR12G/A,1
2003,424A,23
2003,424B1,214
2003,424B2,1568
2003,424B3,6093
2003,424B4,306
2003,424B5,2749
2003,425,2742
2003,485APOS,1663
2003,485BPOS,6629
2003,485BXT,225
2003,486APOS,5
2003,486BPOS,33
2003,487,386
2003,497,12640
2003,497AD,94
2003,497H2,10
2003,497J,4705
2003,497K1,13
2003,497K2,6
2003,497K3A,4
2003,497K3B,206
2003,5,8171
2003,5/A,332
2003,6-K,19836
2003,6-K/A,198
2003,8-A12B,657
2003,8-A12B/A,196
2003,8-A12G,398
2003,8-A12G/A,139
2003,8-K,65429
2003,8-K/A,3592
2003,8-K12G3,41
2003,8-K12G3/A,7
2003,8-K15D5,2
2003,8-M,8
2003,9-M,1
2003,ADB,7
2003,ADN-MTL,12
2003,ADV-E,443
2003,ADV-H-T,5
2003,ADV-NR,7
2003,ADVCO,1
2003,AFDB,4
2003,AFDB/A,1
2003,ANNLRPT,9
2003,APP WD,46
2003,ARS,3163
2003,ARS/A,2
2003,AW,104
2003,AW WD,8
2003,BDCO,332
2003,BW-2,2
2003,CB,108
2003,CB/A,88
2003,CERTAMX,148
2003,CERTBSE,4
2003,CERTNYS,368
2003,CORRESP,1
2003,DEF 14A,7329
2003,DEF 14C,528
2003,DEFA14A,1849
2003,DEFA14C,7
2003,DEFC14A,59
2003,DEFC14C,4
2003,DEFM14A,184
2003,DEFM14C,21
2003,DEFN14A,8
2003,DEFR14A,235
2003,DEFR14C,30
2003,DEL AM,32
2003,DFAN14A,422
2003,DFRN14A,15
2003,DSTRBRPT,12
2003,DSTRBRPT/A,8
2003,EBRD,10
2003,EBRD/A,1
2003,F-1,21
2003,F-1/A,56
2003,F-10,29
2003,F-10/A,27
2003,F-10POS,4
2003,F-1MEF,2
2003,F-2,1
2003,F-2/A,9
2003,F-3,74
2003,F-3/A,119
2003,F-3DPOS,1
2003,F-3MEF,2
2003,F-4,62
2003,F-4 POS,3
2003,F-4/A,83
2003,F-6,67
2003,F-6 POS,35
2003,F-6/A,6
2003,F-6EF,45
2003,F-7,2
2003,F-8,3
2003,F-8 POS,1
2003,F-8/A,3
2003,F-80POS,1
2003,F-9,14
2003,F-9 POS,1
2003,F-9/A,11
2003,F-9EF,3
2003,F-N,8
2003,F-N/A,1
2003,F-X,146
2003,F-X/A,4
2003,FOCUSN,1743
2003,FOCUSN/A,37
2003,G-405,7
2003,G-405N,4
2003,G-FIN,6
2003,G-FIN/A,57
2003,G-FINW,1
2003,IADB,4
2003,IFC,1
2003,MSD,4
2003,MSD/A,25
2003,MSDW,1
2003,N-1/A,7
2003,N-14,170
2003,N-14 8C,1
2003,N-14 8C/A,3
2003,N-14/A,109
2003,N-14AE,101
2003,N-14AE/A,28
2003,N-18F1,33
2003,N-18F1/A,1
2003,N-1A,81
2003,N-1A/A,105
2003,N-2,220
2003,N-2/A,366
2003,N-23C-1,119
2003,N-23C-1/A,3
2003,N-23C-2,18
2003,N-23C3A,75
2003,N-23C3A/A,2
2003,N-23C3B,34
2003,N-23C3C/A,5
2003,N-27D-1,2
2003,N-2MEF,30
2003,N-3,1
2003,N-30B-2,293
2003,N-30D,3731
2003,N-30D/A,106
2003,N-4,100
2003,N-4/A,122
2003,N-54A,12
2003,N-54A/A,1
2003,N-54C,9
2003,N-6,79
2003,N-6/A,50
2003,N-6F,4
2003,N-8A,207
2003,N-8A/A,16
2003,N-8B-2,1
2003,N-8B-2/A,11
2003,N-CSR,3148
2003,N-CSR/A,210
2003,N-CSRS,1069
2003,N-CSRS/A,114
2003,N-PX,1
2003,N-Q,3
2003,NO ACT,679
2003,NSAR-A,3296
2003,NSAR-A/A,100
2003,NSAR-AT,7
2003,NSAR-AT/A,2
2003,NSAR-B,3314
2003,NSAR-B/A,214
2003,NSAR-BT,37
